id,date,month,description,name,location,phase,type,html,date_night,month_night,is_night,priority,important,old_name,processed
96,23,6,34th al-Dai al-Mutlaq,"Urs Mubarak, Syedna Ismail Badruddin bin Maulai Raj RA","Jamnagar, India",DAY,URS,1," ane aath mahina Ahmedabad ma daras ma rehta.Te arsa ma aap sabilullah ma ghanu kharch karta.</li><li>Aap farmavta """"Agar Khuda ni rah ma kharchva si daulat khuti jati hoy to mara najdeek kai nathi. Agar Ilm hasil karva ma aaza ghasai jata hoy to mara ma taqat na hoti.""""</li><li>Aap ye Saat Doat ni khidmat kidi. Panch Doat na zaman ma taqriban 40 varas tak aap Jamnagar na Vaali rahya. Aap par ghana imtehan gujra. Dawat nu ghanu dain aap ye adaa kidu.</li><li>Talabatul Ilm par aap ni ghani shafaqat hati. Aap ye Talabat vaste safra ni rasam jaari kidi.</li><li>Aap ye Imamuz Zaman ne manam ma dekha.</li><li>75 varas ni umr ma aap Dawat na arsh par mQAustavi thaya", ane 95 varas ni umare aap Jamnagar ma vafat thaya.</li><li>Aap ni nasal ma 9 Doat thaya.</li><li>Aap ni qabr Jamnagar ma Qubbat Badriyah ma chhe. Aap na javar ma aap na Aqeela Ummul Mumineen Budi Aaisaheba ni qabr chhe," je Syedna Abdul Taiyeb Zakiuddin r.a. na valeda chhe. Tej misal aap na Aqeela Rumana Aaisaheba ane Gazala Aaisaheba ni qabr bhi aaj Qubbat ma chhe.</li></ul>""",22,5,True,,False,,True
97,27,6,32nd al-Dai al-Mutlaq,"Urs Mubarak, Syedna Qutub Khan Qutbuddin Shaheed RA","Ahmedabad, India",DAY,URS,1, te waqt aap ni umar ghani chhoti hati.</li><li>68 varas ni umare aap Dawat na arsh par mustavi thaya. Dawat qayam kidi. Elaam buland kida. Te waqt Ahmedabad ma Mumineen na 22 Mohalla abaad hata. Aa shanaat dekhi ne Dushmano ni aankh ma rai pisai gai.</li><li>Dawat na Dushmano ane mukhalefeen- Qasim Andhlo, Abdul Gavi, Aurangzeb aa saghla laeeno ye mili ne aap na qatal ni tamheed ( planning) kidi.</li><li>Dushmano aap ne qaid kari lai gaya. 6 gari bhari ne kitabo luti gaya. Kitabo ma si kai milu nahin.</li><li>Khuda ni rah ma, Aale Mohammed ni Dawat ne hifazat karta hua, aap 71 varas ni umare,&nbsp;27 Jamadil Ukhra 1056 H. Ahmedabad ma Karanj muqame Shaheed thai gaya. Dushmano ye aap na lasha mubarak ane matha mubarak ni ghani behurmati kidi.</li><li>Aap na lasha mubarakah ne nadi kinare dafnavva ma aaya, je jaga aaj Panje Shaheed tarike olkhay chhe. Aap na mojeza zaher thaya. Mumineen aap na&nbsp;lasha mubarakah ne, Saraspur, Bibi na maqbara (Aaj nu Qutbi Mazar) lai gaya. ane vahan dafan kida. Voh mumineen je Saghriwala tarike mashhoor thaya, temni quboor M. Raj na qubba ni magrib ma aagal jaata aave chhe. Qabr par takhti chhe.</li><li>Hijri 1373, Ahmedabad ma," Syedna Qutbuddin Shaheed (RA) na Urs ni Majlis ma Syedna Taher Saifuddin (RA) ane Al Hayyul Muqaddas Syedna Mohammed Burhanuddin Aqa (RA) ek Takht par jalwa numa thaya.</li></ul>""",26,5,True,,True,,True
98,27,6,,Urus Syedna Lamak bin Malik (RA),"Aden, Yemen",DAY,URS,"<ul><li>Syedna Lamak bin Maalik,1, ane taqeeyat ma rehta hata.</li><li>Imam Mustansir Billah r.a. ye aap ne Yemen ma Qazi ul Quzaat na a'ala mansab ma qayam kida.</li><li>Syedna Lamak r.a. ye teen Aimmat [ 18-19-20] ni khidmat nu sharaf hasil kidu. Aap ye Dawatul&nbsp;Haq ni khidmat ma ghani jafeshani kidi. Syedna Hatim bin Syedna Ibrahim&nbsp;r.a. ye aap ni khidmat ni zikar ghani tafseel [ details] si kidi chhe.</li><li>Imam Mustansir Billah A.S na Zaman ma&nbsp;Yemen ma&nbsp;Hakim bin Abi Javhar ye Mumineen par ghana zulm kida. Mumineen ne qaid ma nakhi dida, ehma Syedna Lamak bin Maalik r.a. bhi hata. Syedna Ali bin Mohammed Sulehi r.a. ye Imam Mustansir Billah a.s. ni raza ane doa si Masar, Lehab,&nbsp;ane Hisne Hamzat ne fateh kida, ane Syedna Lamak r.a. ne qaid ma si chhuraya, ane aap ni qabeliyat ane jafeshani ni qadar kari, kitnak siyasi [ political] umur [tasks] aap ne sonpa.</li><li>Syedna Ali r.a. ye Syedna Lamak r.a. ne Imam Mustansir a.s. ni hajrat ma mokla. Imam a.s. ye aap ne Syedna Moayyed Shirazi r.a. na ghar ma utaaro aapo, ane Syedna Moayyed r.a. si ilm parhva no amar framayo. Aap 5 saal Misr ma rahi ilm hasil karta rahya.</li><li>Syedna Lamak r.a. ye Syedna Moayyed Shirazi r.a. na irshad mutabiq ulum na fuuz hasil kida. Yej misal Dawatul Haq ni rusum, Imami majlis ni aadaab, azmat ane safaf ne samjha.&nbsp;&nbsp;5 saal na arsa ma aap ye je dekhu ane sunu, teno zakhiro [ collect] kido, je ulum na asrar [ secrets] hata, te haasil kida. Aap ye 27 sawal arz kida, to&nbsp;Syedna Moayyed Shirazi r.a ye farmayu ke aa sawaal na javab Imam a.s. si haasil kariye. Imam a.s. ye har sawal na javab aapa ane har javab ma Syedna Lamak r.a. ne ek qamis tashreef ma aapta.</li><li>Aap na haath par Hind si aavela Moulai Abdullah a.q. ane Moulai Nooruddin a.q. taiyar thaya chhe.</li><li>Aap ye imam a.s. ni raza si aap na shahzada Syedna Yahya r.a. ne aap na baad qayam kida.</li><li>20ma Imam ,Imam Aamir a.s. na Zaman ma aap vafat thaya. 510 H.</li><li>Aap ni qabr mubarak Lehab ma chhe. Thora duur ek qadeem Masjid pase Syedna Yahya r.a. ni qabr chhe.&nbsp;Ziyarat karva lai jata nathi.</li><li>Dail Ajal Al Hayyul Muqaddas Syedna Mohammed Burhanuddin Aqa (RA) 1411 H. ma pehli vaar Lehab padhara,, tivare Syedna Lamak r.a. ni Ziyarat kidi chhe.</li></ul>",26,6,True,,False,,
100,29,6,46th al-Dai al-Mutlaq,"Urs Mubarak, Syedna Mohammed Badruddin RA","Surat, India",DAY,URS,1, ane chhella [last] Dai chhe. 26 varas ni umare aap Dawat na arsh par biraj thaya .&nbsp;</li><li>Syedna Abdeali Saifuddin r.a. vafat thaya, tivare aap ni umr 7 varas ni hati. 4 varas baad Syedna Mohammed Izzuddin r.a. vafat thaya. Aam aap ni kafalat Syedna Zainuddin r.a. ye kidi. Ibtedai ilm aap ye Syedi Abdeali Imaduddin a.q. pase lidu.</li><li>1837 ma Surat ma mohti aag ma Devdi mubarak ane Mumineen na ghana makano [10000] jali gaya. Te baad mohtu puur {flood} aayu. Aap ye Syedna Abdul Qadar Najmuddin r.a. ne Devdi ane Makano ni tameer nu farmayu.</li><li>1838 ma aap Poona padhara. Vahan Asharah ni Waaz ma Syedna Abdul Qadar Najmuddin r.a. par nas farmavi.</li><li>Aap 30 varas ni nani umare," Surat ma Vafat thaya. Aap ni Qabr Mubarak Qubba Izziyah ma chhe.</li></ul>""",28,5,True,,False,,True
101,29,6,,Urs Syedna Qazi Noman bin Mohammed RA,Misr,DAY,URS,<p>N/A</p>,28,7,True,,False,,True
102,2,7,,Urs Maulai Raj bin Maulai Dawood Bin Mohammed Soni Shaheed AQ,Ahmedabad,DAY,URS,<p>N/A</p>,1,8,True,,False,,True
103,4,7,37th al-Dai al-Mutlaq,"Urs Mubarak, Syedna Noor Mohammed Nooruddin RA","Mandvi Kutch, India",DAY,URS,1, India and known as <b>Mazar-e-Noorani.</b> Syedna Nooruddin RA was born in Jamnagar in the era of his great-grandfather, the 34th Dai Syedna Ismail Badruddin bin Mulla Raj RA.<br><br>He served his father, Syedna Kalimuddin RA, with devotion, and aided him in conducting the dawat. Syedna Kalimuddin entrusted him with executing all the affairs of dawat, appointed him as his mazoon, as well as his mansoos.<br><br>When Syedna Kalimuddin died in 1122H (1710 AD)," Syedna Nooruddin succeeded him as Dai. His reign lasted from 1122-1130 AH (1710-1719 AD) and he passed away on 4 Rajab 1130 AH. His dawat office was in Mandvi.""",3,6,True,,False,,True
104,2,7,,Urus Bhaiji Bhai Ibne Qazi Bhai,"Karachi, Pakistan",DAY,URS,"<ul><li>Seth Bhaijibhai bin Kadhibhai ni viladat 1213 H. ma Mandvi [Kutch-india] ma thai.</li><li>Naani umare Mandvi chhori Karachi vasayu. Pehla nokri ane pachhi vepar shuru kido.</li><li>Logo ma aap ghana imandar,1, deendar, aabid ane ek sachabola insan tarike mashhoor thaya.</li><li>Aap na be bairo hata, ane te beve na zhagda na lidhe aap ghano waqt Masjid ma gujarta. [Aaj ye masjid Karachi ma Ibrahim Masjid tarike mashhoor chhe.]</li><li>2 Rajab 1268 H. ma Karachi ma cholera ma vafat thaya.</li><li>Te waqt Karachi ma khas qabrastan nohtu, te si aap na khas makan si thore duur aap ne dafan kida.</li><li>Al Hayyul Muqaddas Syedna Mohammed Burhanuddin Aqa (RA)&nbsp;yahan ziyarat kidi chhe.</li><li>Aap na qabr par Roza chhe. Aap ni ghani mannat chale chhe.</li></ul>",1,7,True,,False,,
105,8,7,,Urus Syedi Saifuddin Saheb,Ahemdabad,DAY,URS,<p>N/A</p>,7,8,True,,False,,True
106,13,7,Wasi Moulana Ali Ibn Ali Talib (SA),"Milad Amirul Mumineen, Maulana Ali ibne Abitalib SA",,DAY,MILAD,,13,7,True,,False,,True
107,12,7,,Urus Syedi Najam Khan bin Syedna Fir Khan Shujahuddin AQ,"Aurangabad, India",DAY,URS,"<ul><li>Syedi Najamkhan Sirajuddin a.q.&nbsp;aalim tha,1, khata thai. 34ma dai, Syedna Ismail Badruddin r.a. naraz thaya. Aap na saghla maraatib lai lida. Mafsuhiyat bhi lai lidi. Aap ye sabar kidi.</li><li>Hajumiya na logo ye, aa vaqea no faydo lai aap ne gumrah karva ni koshis kidi. Yahan tak ke aap ne Dai banavsu ehvi lalach aapi.</li><li>Aap Ikhlas na saheb hata, javab dido ke Moula ye mara maratb lai lida, magar mane iman na DAYra ma to rakho chhe ne? Aap ye saghla mukhalefin ne duur kida. Ek arsa tak aap par imtehan rahya.</li><li>35ma Dai, Syedna Abdul Taiyeb Zakiuddin r.a.,&nbsp;jivare Ahmedabad padhara. Aap ye Syedi Najamkhan a.q.&nbsp;ni khata bakhshi didi.</li><li>Aap ye ghani takalif uthavi chhe. Dushmano ye aap ne qaid kida, ane aap par ghano zulm kido. Aurangzeb, 900 mumineen na saath, aap ne qaidi ni halat ma Ahmedabad si Ahmednagar lai gayo. Aap na gala ma tauq hati,&nbsp;sakhat garmi si aap na sina par daag pari jata. Qaidi ni halat maj aap Aurangabad ma vafat thaya.</li><li>Aap ni qabr par Qubba chhe. Mazar na qabrastan ma Syedia Jivanji a.q. na bairo, Ummul Mumineen, Buji Aai saheba,&nbsp;Syedia Jivanji a.q. na dikra Mulla Valibhai, ane Bija 17 Ahmedabad na shaheedo ni quboor chhe.</li></ul>",11,7,True,,False,,
108,14,7, 14th al-Dai al-Mutlaq,"Urs Mubarak,Syedna Abdulmuttalib Najmuddin bin Syedna Mohammed bin Hatim RA","Zamarmar, Yemen",DAY,URS,1,13,7,True,,False,,True
109,15,7,Rozu & Salaat uz Zawal,Ayyam ul-Beez,,DAY,OTHER,,,,False,,False,,
110,14,7,,Urus Mawlai Yaqub Saheb,"Patan (gj), India",DAY,URS,"<ul><li>Aap aala seerat na saheb hata. Shareeat na qayam karnarhata. Bhalai na kaamo karnar hata.</li><li>Dawat na tamam&nbsp;mumineen na deen ni rusumaat ne zinda karvama koshis na karnar hata.</li><li>KhudaTa'ala ye aap ne ek bhala ane nek farzand ataa farmaya.,1, taa ke ilm ma, adab ma, aap na maqam ma qayem thaya.</li><li>Te baad Moulai Yaqub&nbsp;vafat thaya'Patan-gujarat ma aap ni qabr mubarak chhe.</li><li>Moulai Yaqub bin Moulai Bharmal a.q. , Moulai Abdullah na inteqal na baad, Hind-Sind na Pehla Vaali qayam thaya.&nbsp;</li><li>Dawate Hadiyah qayam karta rahya. Aap na kakaji na dikra, Syedi Fakhruddin shaheed A.Q. bin Tarmalji aap na madadgar rahya.</li><li>Aap ye Syedi Fakhruddin A.Q. ne Vaaghar [aaj nu rajasthan] ni taraf mokla. Ek muddat daraz tak te saghla makhfi ma Dawat&nbsp;karta rahya. Daur kayo hato, teni dates ma&nbsp;ikhtelaf chhe.</li><li>Moulai Yaqub Patan ma rahya. Aap ye pehli masjid Patan ma ane Petlad ma banavi. Aap ye aap na farzand Moulai Ishaq ne&nbsp;taiyar kida, ane aap na qayam muqam kida.</li><li>Moulai Yaqub, aap Rajabul Asab ni 14mi taarikh Patan ma vafat thaya. Aap ni qabr mubarak Patan ma purana Qabrastan&nbsp;ma chhe. Vahan aap Miyan Mehboob na naam si mashhoor chhe.</li><li>Aap na qubba Purani ghat na Gujarati taraz na bana hua chhe.&nbsp;Vahan na muslim mujavar bairao ne ziyarat karva jaava deta nathi.</li><li>43 ma Dai na Zaman ma, Sheikh Ibrahim 'Saifee' ye aap ni ziyarat kidi chhe. Syedna Taher Saifuddin Saheb r.a. ye bhi yaha ziyarat kiddi chhe, tem vahan na juna mujavr kehta hata.</li><li>Dai Al Asr&nbsp;Al Hayyul Muqaddas Syedna Mohammed Burhanuddin Aqa (RA) bhi Ziyarat vaste padhara chhe.&nbsp;</li><li>1433 H ma Apna Dai Syedna Mufaddal Saifuddin TUS bhi yahan ziyarat karva padhara chhe.</li></ul><p><br></p>",13,7,True,,False,,
111,19,7, 51st al-Dai al-Mutlaq,"Urs Mubarak, Syedna Taher Saifuddin RA","Mumbai, India",DAY,URS,1," Jane 'Ikhwanus Safa' na 53 Rasaail !</li><li>Syedna Abdulhusain Husamuddin Saheb r.a. ye aap ne chotha [4th] varas ma chhoti talvar&nbsp;[ sword ]&nbsp;aapi.</li><li>Ibtedai Taalim Syedi Abdeli Mohyuddin a.q. si lidi. yej misal aap ye Syedna Abdullah Badruddin r.a. pase si bhi ilm lidu.</li><li>28 varas ni umare aap Dawat na arsh par biraje chhe. Syedna Abdullah&nbsp;Badruddin r.a. ye farmayu tem"""" fitnat na vaadal gheraya hua chhe."""" Dushmano ye muqaddama bazi shuru kari did chhe. Itni lambi zabani thai ke Mumbai High Court ma koi ni thai nathi. Aap tamam dushmano no muqablo kare chhe.&nbsp;Tamam case ma Fateh Mubin hasil kare chhe. Saathe Saathe Mumineen na nufus taiyar kare chhe.</li><li>Aap ni hayaat mubarak ma aap ye 49 Risala tasneef farmaya", je ma Zaahir, Baatin, Hikmat, Haqeeqat, Shariat, Fikeh, Taarikh, Hamd, Salavat, Doa, Naseehat, Qasaaed, Munajaat, Marasiyah na bayan farmaya. Har Risala ni nirali shaan chhe. Koi Risala ma 'Alif' nathi, to koi ma 'nukta' nathi ke koi ma 'fe' nathi.</li><li>Aap ye 28 Munajaat ma 1216 Abyaat tasneef farmaya.&nbsp;170 Qaseeda ma 9996 Abyaat likhi. Aap ni hayaat mubarakah ma, aap ye, 4197 Bayan farmaya, je ma Arabic, Urdu, Hindi, Gujarati and Lisane Dawat shamil chhe. Aap ni hayaat mubarakah ma, aap ye 3180 Sabaq parhaya. Ek din ma aap 28 sabaq parhavta. Aap moula ye 50 Asharah kida, ane ulum ni naher jaari kari didi. Shohoda-e-Karbala ni shaan ma 'Ya Syedas-Shohadai ' jeva Marasiyah likha-1358 H. Syedna Qutbuddin Shaheed r.a. ni shaan ma ' Ya Qutba&nbsp;Deenillahe' na Marasiyah likha.</li><li>Ajab shaan ni 'Jamea Saifiyah' banavi, senkro madresa khola. Mumbai ma Gurratul Masajid, Mecca ma Qasr-Saifee, Qaba na andar na parda (Kishwat Mubarakah),&nbsp;Amirul Muminnen a.s. ni zarih mubarak, Imam Husain a.s. ni zarih mubarak, Syedi Fakhruddin saheb r.a. na Qubba, ane&nbsp;Syedna Qutbuddin Shaheed r.a. Qubba&nbsp;ane ye misal ghani imarato aap ye taamir farmavi.</li><li>Haj vaste padhara. Gadeer-e-Khum na moze ni taeen farmavi. 1355 H. Karbala, Najaf Qahera, padhara.&nbsp;Doat ma aap pehla hata, je 830 varas na baad Jamea Azhar&nbsp;ma Imamat si&nbsp;Namaz parhavi [1355 H.]&nbsp;Aeroplane ma safar kidi," ane safar darmiyan namaz parhavi.[1373 H.]</li><li>Shaam padhara ane Maulatena Sakina a.s. ni&nbsp;turbat ni tehqeeq faramavi -1355 H&nbsp;Askalaan ma Rasul Husain {a.s.} na madfan ni jagah ni tehqeeq farmavi-1359H.</li><li>9 din ni Asharah&nbsp;ni Waez shuru kidi -1337 H.&nbsp;Madina ma&nbsp;Asharah kida -1356 H. Har Khamis (ThursDAY) na din """"Majalise Moayyedia"""" ni Waez farmavi.-Shuru kidi...1346 H.</li><li>Rajabul Asab 1385 H.&nbsp;ni 19mi raate Matheran ma aap malaa-e- aala ni taraf sidhara. Aap ni umr 80 varas ni thi. 53 varas Dawat ni khidmat kidi.Mumbai ma aap madfoon chhe. Rozat Tahera ajab shaan na tameer thaya hua chhe.</li></ul>""",18,6,True,,True,,True
112,18,7, 13th al-Dai al-Mutlaq,"Urs Mubarak, Syedna Ali Shamsuddin bin Syedna Ibrahim bin Husain RA","Hisne Afeda, Yemen",DAY,URS,1, sonu, chandi, anaj, tamam Dawat par kharch kida.</li><li>Aap na bavaji saheb na zaman ma Hisne Kaukaban aap ye fateh kidu hatu. 733 H. ma&nbsp;bhari jang na baad, aap Zimarmar na malik thaya. Te baad aap ye 'Rakban' fateh kidu.</li><li>Aap na Mazoon, Syedna Abdul Muttalib r.a. ye bhi aap na saath ghani janfeshani kidi.</li><li>Aap Zimarmar ma muqim rahya," ane vahanj vafat thaya.</li></ul>""",17,6,True,,False,,True
113,19,7,,Ayyam al-Barakaat ul-Khuldiyah,,DAY,OTHER,,,,False,,False,,
114,27,7,Rozu,Yawm-al-Maba'th,,DAY,OTHER,,,,False,,True,,
115,26,7,Washeq,Shab-e-Meraaj,,NIGHT,WASHEQ,,,,False,,False,,
116,26,7,47th al-Dai al-Mutlaq,"Urs Mubarak, Syedna Abdulqadir Najmuddin RA","Ujjain, India",DAY,URS,1, Syedna Abdeali Saifuddin [r.a.] ye te badli ne Abdul Qadar rakhu.</li><li>Aap na maa Saheba Mariyam Aaisaheba binte Mulla Noormohammed [Vafat 1232 H.] Bawa Mulla Khan ni nasal si chhe. Aap Ibne- Mariyam [Masihuz-zamaan] kehvata tha.</li><li>Aap Aalim benazir tha. Aap ye Sironj ma Asharah kida. Thoru bayan Dawat ni zaban ma ane thoru urdu ma. Koi ne farq na lage , ye tarah bayan kidu.</li><li>Hind na Doat ma aap pehla Dai chhe jeh ne Hajj nasib thai chhe. Aap Malwa ane Gujarat na ghana bilad ma padhara. Aap Kapadvanj padharela chhe.</li><li>Aap na farzando ni shadi ma Angrej Sarkar ye 19 top ni salaami aapeli. Sarkar ma Aap nu ghanu maan hatu. Sarkar ye Aap ne court ma hazir rehva si 'Exemption' aapelu.&nbsp;ane 'First Class Sardar of Decaan' no khitab aapelo.</li><li>Aap na zaman ma hazaro mumineen business vaste Africa ni safare nikla.</li><li>Aap na dushmano ghana sakhat, ghana na aqida bigara. Aap ni nas no bhi inkar kido, ane fitnat peda kidi. Aap ye khamoshi ikhtiyar kidi.</li><li>Ujjain ma 'Kumbh Mela' na darmiyan bimari felai, te ma Aap ne bhi asar pohnchi. Aap 73 varas ni umare bimari ma vafat thaya. Aap na Qubba Ujjain ma chhe," ane ek namunedar imarat chhe.</li></ul>""",25,6,True,,False,,True
117,6,10,17th al-Dai al-Mutlaq,"Urs Mubarak, Syedna Hasan Badruddin bin Syedna Abdullah Fakhruddin RA","Zamarmar, Yemen",DAY,URS,1,5,10,True,,False,,True
118,1,8,40th al-Dai al-Mutlaq,"Urs Mubarak, Syedna Hebatullah al Moayyad Fiddeen RA","Ujjain, India",DAY,URS,1, je Saheb ye Gujarati zaban ma nasihato ane nazam likhi chhe.&nbsp;Syedna Moayyed r.a. ye Ajabbu Baisaheba&nbsp;par ghana purdard noha likha chhe.</li><li>Mogul Shahenshah Shahalam ye aap na vaste ek farman sadar kidu ke," aap """"Mukhtiyar Qazi"""" chhe. Holkar ane Sindhia Sarkar ye aap ne Maan-Ikram-Jagiro aapeli", ane adalat ma Mumineen saame case na thai sake, ehva hukam nikalela.</li><li>Aap ni shaan nirali chhe. Aap Surat padharela tivare vahan na hakim ye aap ne eeza pohnchavi, ane qaid karva sochu.. Aap Surat chhori ne Bilimora padhara. Te Qabal Surat ma Navlakhi Shahukar ye ardhi raate aap ni behurmati kari, ane aap ni khidmat na kidi. Aap Mulla Wahedbhai na makan ma raat chhupi rahya. Itihaas gavah chhe, ke Navlakhi, je ek zaman no lakhpati hato, tenu namnishan na rahyu, ane Mulla Wahedbhai ni shaan aaj saghla jane chhe. Bilimora na raja ye aap nu ikram kidu. Khuda ye ehne maalamal kari dido.</li><li>Yej misal Aap ni Aurangabad ni safar ma vahan na hakim ye aap ne iza pohnchavi. Ehno farzand sakhat bimar thayo. Hakim ye tauba kidi ane Khuda ye ehne shifa bakhshi.</li><li>Aap na zaman ma Laeen Majdooh ni fitnat barpa thai hati. Majdooh ye Imam hovano daavo kido.</li><li>Aap varanmvar Dawat na bilado ma safar karta. Malwa, Gujarat, ane Kathiawar na ghana bilado ma aap padhara hata. Safar darmiyan Rampura ma aap bimar thaya, ane Ujjain padhara. Vahan 1 Shaban 1193 H. aap Vafat thaya. Aap ni umar 68 varas ni hati.</li><li>Qubbat Najmiyah, Ujjain," ma aap madfoon chhe.</li></ul>""",30,6,True,,False,,True
119,14,8,Washeq,Shab-e-Baraat,,NIGHT,WASHEQ,,,,False,,True,,
120,25,8,"Surat, India.",Urus Syedi Shams Khan bin Syedi Yusufji,"Surat, India",DAY,URS,1," Surat si javatu. Aap ni saath aap na pota Abdur Rahim bin Mohammedali hata.</li><li>Surat ma aap bimaar thaya. Moosa Khan bin Hasanji na ghar ma utaro hato. Bimari aap ne jaan leva [ serious]&nbsp;nikli. 25 Shabanul Karim 1076 H. aap vafat thaya. Aap ye Syedna Qutbuddin Shaheed Saheb [r.a.] ye aap ne aapelu kafan aapvani vasiyat kidi hati.</li><li>Surat ma Navapura ni Masjid na qareeb aap ne dafan kida. Surat ma Hudud ni qabr aap ni pehli chhe. Najdeek ma phool na kyara hata.</li><li>Aaj aap ni qabr Qubba Najmiyah ma chhe. Bahar aap ni Masjid chhe.</li></ul>""",12,7,True,,False,,
121,22,8,"Ummul Duat Mutlaqeen, Zijibla, Yemen.",Urus Moulatena Hurratul Maleka (RA),"Dzaoudzi, Mayotte",DAY,1,"<ul><li>Moulatena Hurratul Maleka Saheba r.a. nu naam mubarak Maulatena Arwa binte Ahmed bin Mohammed bin Qasim Sulehi chhe.</li><li>Aap ni viladat 440 H. ma thai. Aap ni tarbiyat aap na kaki Maulatena Asma binte Shehab ye kidi. Ahle Yemen aap ne 'Bilquis e Sugra' si yaad kare chhe, kem ke aap fehmo aqal ane husnut tadbeer ma be-misaal tha. Aap na aawaz ma qudrati kashish hati. Aap qiraat [ speech ] ghani behtar parhta. Aap Katebah [ authoress ] tha. Akhbar ane tawarikh aap ne ghani yaad thi. Tanzil, Taawil ane ilme Hadees ma aap maher [expert]&nbsp;tha.</li><li>Aap ni shaadi Syedna Ali bin Mohammed Sulehi na Shahzada, Dai Syedna Ahmed Mukarram r.a. na saath 461 H. ma thai. Aap ne char farzand hata. Mohammed, Ali, Fatema ane Umme Hamdan. 484 H ma Syedna Ahmed na Vafat na baad aap Yemen na Maleka thaya, ane 484 si 532 tak Maleka rahya.</li><li>Aap Doat ne parda na pichhe si Sabaq parhavta. Ilm, Fazal, parhezgari, zohad ane ibadat na saath aap ni siyasat ma husn ane tadbeer ma latafat ehvi thi ke Khaso-aam saghla na dilo mohabbat si jiti lida.</li><li>Aap ye Imam Mustansir Billah [a.s.] na Zaman si Imam Taiyeb [a.s.] lag char [4] Aimmat Tahireen [a.s.] na Zaman ma Dawat qayam kidi. Ilm ne nashar kidu. Syedna Lamak [r.a.] ane Syedna Yahya [r.a.] ye Ilm nashar karva ma aap ni musaedat kidi. Yemen ma aap Imam Aamir [a.s.] na Hujjat tha. Imam Aamir [a.s.] ye aap ni taraf purana rumal mokla, ane Shahadat no ishaaro kido. 531 H. ma aap ye Imam Aamir [a.s.] ni hazrat ma javaheraat na hadiya mokla. Imam [a.s.] na farman si Doat Muttaqeen na silsila ne jaari kida.</li><li>525 H. ma aap ye Sana'a ni Jame-Masjid no mashraqi [East] hisso ziyada kido, ane Deewar par Panjatan Paak [s.a.] ane aap na Zaman lag na Aimmat na naam mubarak ""Kufi"" khat [ letters ] ma likha je Mehfooz rahya, ane Dail-ajal Al Hayyul Muqaddas Syedna Mohammed Burhanuddin Aqa (RA)&nbsp;ye voh naam 1402 H. ma tehqeeq farmavi mojeza si jaher&nbsp;kida.</li><li>22 Shabanul Karim 532 H. ma Moulatena Hurratul Maleka (r.a.) ye Imam Aamir (a.s.) ni raza mubarak si aap na matha par nas no taj pehnayo.</li><li>22 Shabanul Karim 532 H. [1140 A.D.] Zi Jiblah [Yemen ] ma aap 96 varas ni umare vafat thaya. Zi Jiblah ni Masjid na javar ma aap ni qabr chhe. Aap na vafat na baad ghana moajiz jaher thaya. Dushmano ye aap ni qabr ni jagah babat eteraz [objection] kido. Qabr mubarak khodwa ma aavi. Ehma si dastavez nikla ke qabr ni jagah Masjid si alag chhe. Aap ni Zarih Mubarak ne tori nakhi, je 1414 H. ma Syedna&nbsp;Mohammed&nbsp;Burhanuddin R.A ye&nbsp;dubara taamir farmavi chhe.</li></ul>",21,8,True,,False,,
122,22,8,,Urus Syedi Shaikhfir bin Dawood Shahid,"Ranpur, India",DAY,URS,"<ul><li>24ma Dai Syedna Yusuf Najmuddin Saheb [r.a.] ane 25ma Dai Syedna Jalal Shamsuddin Saheb [r.a.] na Zaman ma aap ne Ranpur ni khidmat sonpi hati.</li><li>Jahan tak zinda rahya,1, je mazar si jara duur chhe, te ma je Masjid chhe. Masjid ma takhti hati, je aaj gayab chhe.</li><li>500 varas juni aa&nbsp;masjid Yemen na Doat 23rd Dai Syedna Mohammed Ezzuddin r.a. na zaan ma 932 H. (ruler was Sultaan Bahadur Shah Zafar) ma bani hati.</li></ul><p><br></p>",21,8,True,,False,,
123,2,9,,Urus Syedi Wali Bhaisaheb bin Syedi Habibullah,"Pardi (gj), India",DAY,URS,"<ul><li>Miyan Saheb Vali Mohammed [a.q.]&nbsp;50 ma Dai Syedna Abdullah Badruddin Saheb [r.a.] na nana thay chhe.</li><li>Teen Doat ni khidmat kidi. Tamam Umr khidmat ma guzari. Doat Kiram ni madeh karta. 47ma Dai Syedna Abdul Qadar Najmuddin Saheb [r.a.] ni nas na shahedo [witness] ma aap ek chhe. Haj ni safar ma aap Syedna Najmuddin [r.a.] ni khidmat ma hata. Surat ma 1252 H. ma ghani mohti aag lagi thi,1, je ma ""Risala Burhanuddin"", ""Risalatul Burhan"", ""Zu-Shahadatain"", ane&nbsp;""Najmus Saqib"" mashhoor chhe.</li><li>2 Ramazan 1262 H. aap vafat thaya . Qubba Parda [M. P.] ma chhe. Urs 22 Shaban thay chhe.</li><li>Aap na vaalid Shk. Habibullah a.q., ane aap na farzand Shk. Ahmedali a.q. ni qabr Surat ma Begampura ma chhe.</li></ul>",1,9,True,,False,,
